Identification,Latitude,Longitude,Time of Observation,Ice Accretion On Ship,Thickness of Ice Accretion On Ship,Rate of Ice Accretion on Ship,Sea Level Pressure,Characteristics of Pressure Tendency,Pressure Tendency,Air Temperature,Wet Bulb Temperature,Dew Point Temperature,Sea Surface Temperature,Wave Direction,Wave Period,Wave Height,Swell Direction,Swell Period,Swell Height,Total Cloud Amount,Low Cloud Amount,Low Cloud Type,Cloud Height Indicator,Cloud Height,Middle Cloud Type,High Cloud Type,Visibility,Visibility Indicator,Present Weather,Past Weather,Wind Direction,Wind Speed
CHSV3, 17.8, 295.3,2018-07-10T05:54:00, , , , , , ,27.3, , ,27.8, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T06:00:00, , , , , , ,27.2, , ,27.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T06:06:00, , , , , , ,27.2, , ,27.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T06:12:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-10T06:18:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T06:24:00, , , , , , ,27.2, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-10T06:30:00, , , ,1017.70, , ,27.2, , , , , , , , , , , , , , , , , , , , , 84,2.8
CHSV3, 17.8, 295.3,2018-07-10T06:36:00, , , , , , , , , ,27.7, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T06:42:00, , , , , , , , , ,27.7, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T06:48:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T06:54:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T07:00:00, , , ,1017.70, , ,27.2, , , , , , , , , , , , , , , , , , , , , 84,2.8
CHSV3, 17.8, 295.3,2018-07-10T07:06:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T07:12:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T07:18:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T07:24:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T07:30:00, , , , , , ,26.9, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T07:36:00, , , , , , ,26.9, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T07:42:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T07:48:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T07:54:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T08:00:00, , , ,1017.40, , ,27.0, , , , , , , , , , , , , , , , , , , , , 62,1.7
CHSV3, 17.8, 295.3,2018-07-10T08:06:00, , , , , , ,26.9, , ,27.7, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-10T08:12:00, , , , , , ,26.9, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T08:18:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T08:24:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T08:30:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-10T08:36:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T08:42:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T08:48:00, , , , , , ,27.1, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T08:54:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T09:00:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-10T09:06:00, , , , , , ,27.0, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T09:12:00, , , , , , ,26.9, , ,27.6, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T09:18:00, , , , , , ,26.9, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T09:24:00, , , , , , ,27.0, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-10T09:30:00, , , ,1017.80, , ,26.9, , , , , , , , , , , , , , , , , , , , ,110,1.6
CHSV3, 17.8, 295.3,2018-07-10T09:36:00, , , , , , ,26.9, , ,27.6, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T09:42:00, , , , , , ,26.9, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T09:48:00, , , , , , ,26.8, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T09:54:00, , , , , , ,26.8, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T10:00:00, , , , , , ,26.8, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-10T10:06:00, , , , , , ,26.9, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T10:12:00, , , , , , ,27.0, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T10:18:00, , , , , , ,27.2, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-10T10:24:00, , , , , , ,27.2, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T10:30:00, , , , , , ,27.2, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T10:36:00, , , , , , ,27.3, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T10:42:00, , , , , , ,27.3, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T10:48:00, , , , , , ,27.4, , ,27.6, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-10T10:54:00, , , , , , ,27.5, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-10T11:00:00, , , ,1018.80, , ,27.6, , , , , , , , , , , , , , , , , , , , , 81,2.2
CHSV3, 17.8, 295.3,2018-07-10T11:06:00, , , , , , ,27.7, , ,27.6, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-10T11:12:00, , , , , , ,27.7, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T11:18:00, , , , , , ,27.8, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T11:24:00, , , , , , ,27.9, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T11:30:00, , , , , , ,28.0, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-10T11:36:00, , , , , , ,28.0, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T11:42:00, , , , , , ,28.1, , ,27.6, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-10T11:48:00, , , , , , ,28.1, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T11:54:00, , , , , , ,28.3, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T12:00:00, , , , , , ,28.1, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-10T12:06:00, , , , , , ,28.2, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T12:12:00, , , , , , ,28.3, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-10T12:18:00, , , , , , ,28.4, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-10T12:24:00, , , , , , ,28.3, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-10T12:30:00, , , ,1018.80, , ,28.1, , , , , , , , , , , , , , , , , , , , , 65,2.8
CHSV3, 17.8, 295.3,2018-07-10T12:36:00, , , , , , ,28.1, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T12:42:00, , , , , , ,28.3, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T12:48:00, , , , , , ,28.5, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-10T12:54:00, , , , , , ,28.6, , ,27.6, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-10T13:00:00, , , ,1019.00, , ,28.7, , , , , , , , , , , , , , , , , , , , , 95,3.7
CHSV3, 17.8, 295.3,2018-07-10T13:06:00, , , , , , ,28.9, , ,27.6, , , , , , , , , , ,A, , , , , , , 70,3.1
CHSV3, 17.8, 295.3,2018-07-10T13:12:00, , , , , , ,28.8, , ,27.6, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-10T13:18:00, , , , , , ,28.7, , ,27.6, , , , , , , , , , ,A, , , , , , , 80,4.1
CHSV3, 17.8, 295.3,2018-07-10T13:24:00, , , , , , ,29.0, , ,27.6, , , , , , , , , , ,A, , , , , , , 70,3.6
CHSV3, 17.8, 295.3,2018-07-10T13:30:00, , , ,1019.10, , ,29.1, , , , , , , , , , , , , , , , , , , , ,101,3.0
CHSV3, 17.8, 295.3,2018-07-10T13:36:00, , , , , , ,29.4, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T13:42:00, , , , , , ,29.4, , ,27.7, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-10T13:48:00, , , , , , ,29.4, , ,27.7, , , , , , , , , , ,A, , , , , , ,100,3.6
CHSV3, 17.8, 295.3,2018-07-10T13:54:00, , , , , , ,29.3, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,4.6
CHSV3, 17.8, 295.3,2018-07-10T14:00:00, , , ,1019.20, , ,29.3, , , , , , , , , , , , , , , , , , , , , 87,4.3
CHSV3, 17.8, 295.3,2018-07-10T14:06:00, , , , , , ,29.5, , ,27.7, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-10T14:12:00, , , , , , ,29.2, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,5.1
CHSV3, 17.8, 295.3,2018-07-10T14:18:00, , , , , , ,29.6, , ,27.7, , , , , , , , , , ,A, , , , , , , 90,4.6
CHSV3, 17.8, 295.3,2018-07-10T14:24:00, , , , , , ,29.4, , ,27.7, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-10T14:30:00, , , ,1019.10, , ,29.6, , , , , , , , , , , , , , , , , , , , , 86,2.4
CHSV3, 17.8, 295.3,2018-07-10T14:36:00, , , , , , ,29.7, , ,27.8, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T14:42:00, , , , , , ,29.5, , ,27.8, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T14:48:00, , , , , , ,29.5, , ,27.8, , , , , , , , , , ,A, , , , , , , 70,4.1
CHSV3, 17.8, 295.3,2018-07-10T14:54:00, , , , , , ,29.6, , ,27.8, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-10T15:00:00, , , ,1019.00, , ,30.2, , , , , , , , , , , , , , , , , , , , , 88,2.7
CHSV3, 17.8, 295.3,2018-07-10T15:06:00, , , , , , ,29.9, , ,27.8, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T15:12:00, , , , , , ,29.5, , ,27.8, , , , , , , , , , ,A, , , , , , , 80,4.6
CHSV3, 17.8, 295.3,2018-07-10T15:18:00, , , , , , ,29.9, , ,27.8, , , , , , , , , , ,A, , , , , , , 90,4.1
CHSV3, 17.8, 295.3,2018-07-10T15:24:00, , , , , , ,29.9, , ,27.8, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-10T15:30:00, , , ,1019.00, , ,30.0, , , , , , , , , , , , , , , , , , , , , 91,3.8
CHSV3, 17.8, 295.3,2018-07-10T15:36:00, , , , , , ,30.0, , ,27.9, , , , , , , , , , ,A, , , , , , ,100,3.6
CHSV3, 17.8, 295.3,2018-07-10T15:42:00, , , , , , ,30.2, , ,27.9, , , , , , , , , , ,A, , , , , , ,100,5.7
CHSV3, 17.8, 295.3,2018-07-10T15:48:00, , , , , , ,30.1, , ,27.9, , , , , , , , , , ,A, , , , , , ,100,5.1
CHSV3, 17.8, 295.3,2018-07-10T15:54:00, , , , , , ,29.9, , ,27.9, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-10T16:00:00, , , ,1018.80, , ,30.5, , , , , , , , , , , , , , , , , , , , , 90,2.4
CHSV3, 17.8, 295.3,2018-07-10T16:06:00, , , , , , ,30.1, , ,28.0, , , , , , , , , , ,A, , , , , , , 90,4.1
CHSV3, 17.8, 295.3,2018-07-10T16:12:00, , , , , , ,30.2, , ,28.0, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-10T16:18:00, , , , , , ,30.1, , ,28.0, , , , , , , , , , ,A, , , , , , , 80,4.6
CHSV3, 17.8, 295.3,2018-07-10T16:24:00, , , , , , ,30.0, , ,28.0, , , , , , , , , , ,A, , , , , , ,100,5.1
CHSV3, 17.8, 295.3,2018-07-10T16:30:00, , , ,1018.60, , ,29.9, , , , , , , , , , , , , , , , , , , , , 64,3.8
CHSV3, 17.8, 295.3,2018-07-10T16:36:00, , , , , , ,30.2, , ,28.0, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-10T16:42:00, , , , , , ,30.1, , ,28.1, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-10T16:48:00, , , , , , ,30.4, , ,28.1, , , , , , , , , , ,A, , , , , , ,100,4.6
CHSV3, 17.8, 295.3,2018-07-10T16:54:00, , , , , , ,30.3, , ,28.1, , , , , , , , , , ,A, , , , , , ,100,5.1
CHSV3, 17.8, 295.3,2018-07-10T17:00:00, , , ,1018.40, , ,30.2, , , , , , , , , , , , , , , , , , , , ,100,5.3
CHSV3, 17.8, 295.3,2018-07-10T17:06:00, , , , , , ,30.0, , ,28.1, , , , , , , , , , ,A, , , , , , , 90,4.1
CHSV3, 17.8, 295.3,2018-07-10T17:12:00, , , , , , ,29.9, , ,28.2, , , , , , , , , , ,A, , , , , , , 80,4.6
CHSV3, 17.8, 295.3,2018-07-10T17:18:00, , , , , , , , , ,28.2, , , , , , , , , , ,A, , , , , , ,100,3.6
CHSV3, 17.8, 295.3,2018-07-10T17:24:00, , , , , , ,30.5, , ,28.2, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-10T17:30:00, , , ,1018.00, , ,30.4, , , , , , , , , , , , , , , , , , , , ,104,5.1
CHSV3, 17.8, 295.3,2018-07-10T17:36:00, , , , , , ,30.4, , ,28.2, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-10T17:42:00, , , , , , ,30.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T17:48:00, , , , , , ,29.7, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T17:54:00, , , , , , ,30.2, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-10T18:00:00, , , ,1017.60, , ,30.2, , , , , , , , , , , , , , , , , , , , , 75,3.6
CHSV3, 17.8, 295.3,2018-07-10T18:06:00, , , , , , ,30.1, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,4.6
CHSV3, 17.8, 295.3,2018-07-10T18:12:00, , , , , , ,30.2, , ,28.3, , , , , , , , , , ,A, , , , , , ,110,4.6
CHSV3, 17.8, 295.3,2018-07-10T18:18:00, , , , , , ,29.8, , ,28.3, , , , , , , , , , ,A, , , , , , , 70,3.6
CHSV3, 17.8, 295.3,2018-07-10T18:24:00, , , , , , ,30.2, , ,28.4, , , , , , , , , , ,A, , , , , , , 90,4.6
CHSV3, 17.8, 295.3,2018-07-10T18:30:00, , , ,1017.20, , ,29.9, , , , , , , , , , , , , , , , , , , , , 69,4.2
CHSV3, 17.8, 295.3,2018-07-10T18:36:00, , , , , , ,30.1, , ,28.4, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-10T18:42:00, , , , , , ,30.3, , ,28.4, , , , , , , , , , ,A, , , , , , ,100,3.6
CHSV3, 17.8, 295.3,2018-07-10T18:48:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , ,110,4.6
CHSV3, 17.8, 295.3,2018-07-10T18:54:00, , , , , , ,30.6, , ,28.4, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T19:00:00, , , ,1017.10, , ,30.6, , , , , , , , , , , , , , , , , , , , , 99,2.6
CHSV3, 17.8, 295.3,2018-07-10T19:06:00, , , , , , ,30.1, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,4.6
CHSV3, 17.8, 295.3,2018-07-10T19:12:00, , , , , , ,29.9, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-10T19:18:00, , , , , , , , , ,28.5, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-10T19:24:00, , , , , , ,30.0, , ,28.5, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-10T19:30:00, , , ,1016.90, , ,30.0, , , , , , , , , , , , , , , , , , , , ,108,4.5
CHSV3, 17.8, 295.3,2018-07-10T19:36:00, , , , , , ,30.1, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-10T19:42:00, , , , , , ,30.2, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T19:48:00, , , , , , ,30.1, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T19:54:00, , , , , , ,30.2, , ,28.6, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-10T20:00:00, , , ,1016.80, , ,29.7, , , , , , , , , , , , , , , , , , , , , 77,1.9
CHSV3, 17.8, 295.3,2018-07-10T20:06:00, , , , , , ,29.7, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-10T20:12:00, , , , , , ,30.0, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-10T20:18:00, , , , , , ,29.7, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,3.1
CHSV3, 17.8, 295.3,2018-07-10T20:24:00, , , , , , ,29.6, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T20:30:00, , , ,1016.60, , ,29.7, , , , , , , , , , , , , , , , , , , , , 99,3.2
CHSV3, 17.8, 295.3,2018-07-10T20:36:00, , , , , , ,29.7, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T20:42:00, , , , , , ,29.6, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-10T20:48:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-10T20:54:00, , , , , , ,29.3, , ,28.6, , , , , , , , , , ,A, , , , , , , 60,3.1
CHSV3, 17.8, 295.3,2018-07-10T21:00:00, , , ,1016.60, , ,29.3, , , , , , , , , , , , , , , , , , , , , 96,2.8
CHSV3, 17.8, 295.3,2018-07-10T21:06:00, , , , , , ,29.6, , ,28.6, , , , , , , , , , ,A, , , , , , ,110,2.6
CHSV3, 17.8, 295.3,2018-07-10T21:12:00, , , , , , ,29.2, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T21:18:00, , , , , , , , , ,28.6, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-10T21:24:00, , , , , , ,29.2, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T21:30:00, , , ,1016.90, , ,29.2, , , , , , , , , , , , , , , , , , , , ,102,2.2
CHSV3, 17.8, 295.3,2018-07-10T21:36:00, , , , , , ,29.0, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T21:42:00, , , , , , ,28.9, , ,28.6, , , , , , , , , , ,A, , , , , , , 60,3.1
CHSV3, 17.8, 295.3,2018-07-10T21:48:00, , , , , , ,28.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 60,2.6
CHSV3, 17.8, 295.3,2018-07-10T21:54:00, , , , , , ,28.9, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-10T22:00:00, , , ,1016.90, , ,28.8, , , , , , , , , , , , , , , , , , , , , 89,2.1
CHSV3, 17.8, 295.3,2018-07-10T22:06:00, , , , , , ,28.8, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-10T22:12:00, , , , , , ,28.7, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-10T22:18:00, , , , , , , , , ,28.6, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-10T22:24:00, , , , , , ,28.6, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T22:30:00, , , ,1017.10, , ,28.5, , , , , , , , , , , , , , , , , , , , , 84,1.7
CHSV3, 17.8, 295.3,2018-07-10T22:36:00, , , , , , ,28.5, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-10T22:42:00, , , , , , ,28.4, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T22:48:00, , , , , , ,28.3, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T22:54:00, , , , , , ,28.2, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T23:00:00, , , ,1017.10, , ,28.1, , , , , , , , , , , , , , , , , , , , , 73,1.6
CHSV3, 17.8, 295.3,2018-07-10T23:06:00, , , , , , ,28.1, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T23:12:00, , , , , , ,28.0, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-10T23:18:00, , , , , , ,28.1, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-10T23:24:00, , , , , , ,28.0, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-10T23:30:00, , , ,1017.30, , ,28.0, , , , , , , , , , , , , , , , , , , , , 91,1.6
CHSV3, 17.8, 295.3,2018-07-10T23:36:00, , , , , , ,27.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-10T23:42:00, , , , , , ,28.0, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-10T23:48:00, , , , , , , , , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-10T23:54:00, , , , , , ,27.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-11T00:00:00, , , ,1017.60, , ,27.9, , , , , , , , , , , , , , , , , , , , , 85,1.7
CHSV3, 17.8, 295.3,2018-07-11T00:06:00, , , , , , ,27.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-11T00:12:00, , , , , , ,27.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-11T00:18:00, , , , , , ,27.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-11T00:24:00, , , , , , ,27.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-11T00:30:00, , , ,1018.00, , ,27.8, , , , , , , , , , , , , , , , , , , , , 65,2.4
CHSV3, 17.8, 295.3,2018-07-11T00:36:00, , , , , , ,27.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.0
